id,text,text_short,emotion_gold,worry,anger,disgust,fear,anxiety,sadness,happiness,relaxation,desire,nchar,ntok
669,"I feel that countries are trying to work together and watch how each other responds to the situation and what we can learn from each other. But I feel sad that so  many people have died and in particular that nursing staff have lost their lives when they have helped so many people. I also feel scared about how we will exit the virus and what the economy will be like afterwards. I am worried for my job and that of my husband, who is self employed. I also feel sad that the weather is so nice but no one can be out there to enjoy it.",sad at the situation we're in but hope for the future thanks to our wonderful NHS.,anxiety,7,1,1,5,8,6,4,2,1,535,113
670,I'm mostly just worried about the whole thing. I don't want to get poorly so i am afraid about that and even more afraid of my family getting unwell. Im also anxious about what the future holds for not only me but the country in general as i fear its going to be a long time until things are ok again. And im upset as i am struggling to be stuck in the house and i dont know if theres going to be any food shortage so its a constant state of stress and worry.  im not sure what else to put as ive explained really.,"Please, everyone stay inside. The longer you don't listen to the goverment rules the longer we are all in trouble for.",anxiety,8,2,6,9,9,6,3,6,1,515,111
671,"Feel that the threat is still coming. Feel very lonely because I live alone. Feeling I’ve eaten too much chocolate because I’m just a bit fed up and all Easter eggs on offer at the moment!
I’m more concerned for the older people I know such as my parents and someone I’m keeping an eye on in assisted-living. 
Do you feel I need to keep reminding myself how lucky I am. I live in a nice area with easy access to open spaces and I have supermarkets in walking distance. Most of the world doesn’t have this luxury.",Feeling lonely but also feeling thankful that I live in a country where is one of the best healthcare systems. We need to look at places like India and sub-Saharan Africa. Those of the places where individuals don’t have the luxury we have.,sadness,6,1,1,2,3,7,1,4,1,512,105
672,"I feel anxious about the actual virus - I work in a retail bakery and on shopfloor, so it's quite a worrying time for people like us! Especially seeing many, many people coming into the store for items that are not essential. I also feel sad because all my plans are on hold, even short trips planned. I also feel sad as I can't see my boyfriend at all. The only time I see him is if he comes shopping at my store! And yet we've been together 12 years. I know it's for the best but it's a sad time.  Alongside this, I feel proud to be doing what I can to help contain this virus, by working and providing essentials to people, and by staying at home on my days off.","A terrible time for our generation, tinged with sadness and anxiety, but a time to be proud to be united!",sadness,7,3,1,6,7,8,2,4,5,665,147
674,I am very worried that I might contract Coronavirus I have to care for my elderly father and I worry I might pass it into him I’m also worried about job security and paying my bills I am also very scared when I go and do the basic things like shopping for groceries and I will put this off until the last minute. I am also very angry that some people are just ignoring the social distancing and not following the rules that the government have laid out. I am also concerned that our leader Boris Johnson has been admitted into hospital with Coronavirus symptoms and I hope for a speedy recovery as he was doing such a great job and I worry that his replacement will do such a good job the nation needs him,I am very scared and worried about contracting the virus and becoming unwell,fear,9,5,6,9,8,8,2,1,1,706,138
675,"I feel lots of worry about loved ones, what will happen if they get the illness. Also feeling anxious about what is going to happen, how long this will last for and long term effect it might have. Anxiety is mostly driven by unknown things, living like this is doable but harder with not knowing all of these things, Relieved that me and husband have secure jobs, mine being In key worker sector (education). We are feeling proud of key workers in NHS and supermarkets etc who are supporting at possible expense of their own health.","Feeling anxious about how long this will go on for, but incredibly proud of all key workers! We can get through this.",anxiety,8,3,3,7,8,7,1,3,1,532,107
676,"The government made an absolute mess. We had time to prepare and learn from other countries. instead they wasted time with the idea of herd immunity. Now we are royally screwed.
Mr Charles Windsor trip to Scotland is the umpteenth proof of the contempt we are hold, it is disgusting and he should pay for the care of the entire village he infected.
Scotland is trying to resolve this matter using devolved powers as much as possible but the Westminster government should do more, or nothing at all and leave devolved administration free rein and funding. Either they give the money or give instructions, can't do neither of them.
Mr Johnson illness, while we all wish him a speedy recovery, is just a proof that this virus is a serious matter.",This government is a shamble and their response to COVID-19 is ludicrous,anxiety,7,8,6,8,9,6,2,2,6,743,144
677,"I a fairly relaxed. At the end of the day, if you are able to follow the guidelines and reduce human contact to as low as possible, then you ought to be ok. I have to go out to shot but try to get out early when it is quite and with the new procedures supermarkets are enforcing, I feel fine. In addition, if you are meant to catch the virus, then you probably will. I had a cardiac arrest lasting 72 minutes last year ad survived without issue, so it kind of makes me more relaxed. 500 characters for 50P that's a canny rate of return!","Follow the rules....stay safe, live long!",relaxation,4,1,1,1,1,2,4,7,3,536,119
678,I feel extremely anxious at the moment about Coronavirus. My grandmother is mid 80s and although she hasn’t left the house in weeks I’m still concerned about her. My parents are in their 60s so are mid risk and my mum is still going to work. I don’t want them to get sick. I am missing seeing them and it’s making me sad. I’m anxious because I’ve lost a new job and so we have had to freeze our mortgage. This makes me nervous and I’m worried in a few months time there won’t be enough jobs for the unemployed like me.,Please stay home and stay safe. Seeing people sunbathing is upsetting and is going to extend lockdown.,anxiety,7,7,5,7,9,6,3,6,2,519,109
679,I feel extremely lonely and anxious. I havent seen anyone in ages and even taking the dog out a walk is really quiet. I live alone so I feel extrememly isolated and cut off from the world. I have been very lethargic and havent been doing much and the days are running into each other. I have also not been sleeping very well. My sleep patterns are all over the place and are usually resulting in me staying up until 5 or 6am and waking up late in the day. I just want to be able to go and see people and be sociable.,I need someone to talk to and cuddle. Im so lonely,anxiety,7,1,1,4,7,7,2,3,7,516,111
680,"I feel very afraid and tearful, my mind is constantly distracted.ive lost my income,I miss my family and I’m scared for the future. I think we as a country and my own family can get through this virus but it’s going to get tougher before any progress is made. I find myself picking arguments with my husband because I’m angry and frustrated with him being home all the time as we are both used to being at work and are spending all our time together. He seems constantly angry at me and I don’t know why I cannot help our situation at the moment nobody can",Does anyone else feel alone even though they are with family? I hate this situation but I know if we do as we have been told we can get through it.stay inside.,anxiety,8,8,4,8,9,6,3,2,1,556,112
681,"Both my daughter and I feel very lonely and bored due to the current situation as we are used to seeing people daily. We fully understand why the lockdown is in place and appreciate and adhere to it - we just wish everyone else would and then hopefully this would end sooner instead of being prolonged.
I do wonder why China are keeping everyone in the dark regarding their true numbers of cases and deaths -honesty could have helped other countries deal with this sitiation sooner and better. Why there is still a huge cover up going on is astounding.","Utterly drained, bored and frustrated. The sooner lockdown ends the better! What's the difference between Trump and China? Nothing... they are both full of hot air! ;) #Covid19 #CoronaVirus",sadness,9,5,5,7,7,9,1,1,1,552,104
682,Worried. I have symptons - my 14th day with a cough. I should be ok but this disease has a lot of unknowns. I'm better than I was so I am optimistic. I am worried for Boris Johnson our Prime Minister. I also worry about my family though they are fine at the moment. The economy is a worry and I dare not even look at my pension pot for fear how much it has diminished. I fear for the economy in the short and medium term and I feel so sorry for small businesses like garden centres. I am happy that the weather is getting warmer and that I can sit in the garden and also go for a walk and cycle for exercise.,We will  get through this,anxiety,6,2,1,6,7,2,3,4,1,608,134
683,"i am currently furloughed, so a little anxious of the situation with work, and when that will re-start. I Am trying to busy myself with jobs around the house to keep the worst of the anxiety at bay, and trying to turn the situation into a feeling of positivity. This has been fairly successful for now, but who knows how long this will go on for. I guess I feel a little guilty not being at work when others are. I  Feel for those directly affected with the virus and who have lost loved ones or those close to them. Very sad situation","proud of all the nhs and key workers in this current climate. Everyone make sur e they do their bit to help, no matter how small a gesture it may seem",anxiety,6,2,1,4,6,5,4,5,2,535,112
684,My anxiety levels have gone up as I fear for my elderly parents and young children.  I worry about the finanical fallout from all this as my partner is currently furlonged and bills still need to be paid.  i feel extreme;y stressed as I have to work from home using unknown technologies all while having to answer questions from the general public.  I feel aberhension at the thoughts of this continuing for a long time.  I worry about how this is going to effect my childrens educations especially my youngest as he was just about to sit exams to decide what secondary school he could attend,I feel so anxious about the corona virus and the effect that is going to have on not only my family but the wider community and world.,anxiety,8,2,1,8,9,7,1,2,1,592,112
685,I feel sad about the coronavirus situation. My wife lost her new job due to this and her old employer won’t take her back to furlough her so it’s a stressful time. I am lucky my job is secure and safe which eases the worry and anxiety a little bit but not much. I am also worried about my parents who are both high risk. We are all following government guidelines but it doesn’t make the worry any less. We are lucky we are young and healthy and so are taking advice to go out to buy basic essentials rather than taking online slots who are for the most vulnerable but it’s still an anxious time given that young and healthy people are dying from coronavirus.,So frustrating my wife’s new job has fallen through due to corona and new employer will not assist! Lucky to have health and we are safe but doesn’t make us feel secure economically.,sadness,6,5,6,5,4,7,3,7,2,660,132
686,"I feel very angry that people are not compiling to the whole ‘lockdown’ situation - that also includes businesses that are not ready to pay their employers who have to work in the frontline (postmen/women, shop workers, nurses, caters, delivery workers etc). 
I’m fearful that my family may get it if they’re not careful because they HAVE to go into work. 
It’s not really social distancing and helping stop the virus if people are still going out to do their daily shopping or meeting in parks! 
I’m anxious, very anxious that everything is out of my hands and I cannot do anything to help. I don’t have medical skills to help with the NHS and even if I did, would I put myself and my family at risk because the government are not ready to provide the right PPE.
I hate that the government have left this situation for too long that now it’s spiralling out of control. 
 ",I hate you corona. I hate the fact that you’re destroying so many lives and yet you cannot be stopped until there’s a ‘cure’. I appreciate that this pandemic has made us all be appreciative that we have somewhat shelter. I wish that I knew what the cure was to help everyone. Blah,anger,9,9,8,9,9,9,2,1,1,872,176
687,"I am very concerned about losing a loved one to Covid 19. My anxiety is lessening but I feel people aren’t taking social distancing seriously. If things don’t change then I see the lockdown lasting much much longer than is currently planned. It’s good to see that the death rate is progressing more slowly than what was initially predicted but it’s still worrying how many people are losing their lives, especially those working on the frontline in key services. I don’t really have much else to say on this subject and feel a minimum five hundred character limit on a response is somewhat excessive. If someone has an opinion, they can convey if concisely instead of waffling on unnecessarily just to meet a given number of characters. ",V worried about current situation. Fearful of losing loved ones. Wish ppl would stick to lockdown rules. Poor hey workers put themselves at risk for others who can’t listen,anxiety,7,4,4,6,8,7,2,2,2,737,135
688,"I feel let down by the government, I have lost all my income and because I didn't make enough to pay tax I won't get getting help, I understand the lock down and I think it's definitely reasonable but why are people who are on low income self employed forgotten when everyone else gets handouts. I'm trying my best but at this point I may starve to death, which shouldn't make me happy but happy but there is something sobering about the whole situation. As for the virus killing people, I know no one who has died or has contracted it, I don't care about celebrities and I think on the whole it will make the world a better place. ","The corona ain't so bad if you stay indoors, it's the government that will mess you up. ",relaxation,3,1,1,1,1,1,7,8,1,632,128
689,"Worried, and anxious. But with a background that we're broadly ok. Our income may not be too badly affected, we have enough to eat, we are healthy so far. I think my government is handling it badly, I worry for friends and family in health care. I worry that other things are also getting worse as we focus on this. 
This is 'a few sentences' I swear you didn't mention the 500 character requirement before. 
Fine. More? We're lucky to have a garden, so staying in our own space is a lot easier than it could be. We also share an allotment with another 2 families so we have *another* space we're allowed to go to. We keep chickens on it, so we have to go twice daily. I go in the morning (husband goes in the evening), and I think this routine is keeping me feeling more grounded than I might otherwise be.  I haven't been to the shops in 3 weeks - been making bread, already had milk and veg delivered weekly, I wonder whether I will be anxious about going when I do finally need to. ","Corona thoughts: I'm in a live the day as it comes phase, ok but there's a little sad anxiety at the core. Haven't recently had to do anything challenging (like be near people or go in a shop), don't know how I feel about that. ",anxiety,5,1,1,5,5,4,2,3,2,986,217
690,"I feel useless and. Unable to contribute in a meaningful way. The fear of the unknown is making me anxious about what things will be like when corona virus is over. I'm certain there will be economic backlash for years to come. I fear for my family, friends and neighbours and although I'm. In a god steady job I am. Worried this could change in the future. 
I worry that people do not take the impositions made by government seriously and will cause this to be a prolonged problem for the United Kingdom and the wider world. ",Please stay home and protect yourself and your loved ones.,anxiety,7,3,1,4,7,6,3,3,1,526,106
691,"A little nervous but in general okay. The amount of cases in my town are very low, and I am I  good health. I am sticking to the guidelines not seeing friends and family. Only going to work and staying at home. Shopping can be a little stressful as you come in contant with people you dont know. Even with the distancing rules it's difficult to look on shelves. Plus you dont know who touched the items before you. Other than shopping in general people around me stick to distancing guides and everybody in good spirits. Try to keep home a fun place to entertain the family.","How come everybody is happy and friendly keeping distancing rules. Until it comes to shopping then panic sets in. What do I need why is that person so close, got to get out as soon as possible aaargg",anxiety,4,1,1,4,4,2,6,7,2,574,117
692,"I am very anxious and quite depressed over it, I feel myself being upset and lost and I cant seem to get out of this feeling. I am angry that there isnt a tighter lockdown and that people are still going out. I am nervous and worried about my parents and other family members. I am finding it difficult to not be able to get any alone time or go for a long walk on my own. I am angry that my partner has to work as he works in a hardware store. I cannot wait for it all to be over with. I also feel sad for people who have lost loved ones to this awful virus and fear that I may be in the same situation if a relative dies. ","My life is very dark at the moment, I cant seem to lift my mood or make myself feel better. Dont take life for granted and stay safe ",anxiety,8,8,7,8,9,5,1,1,2,624,140
693,"I feel angry at people not taking the situation seriously, and those who are ignoring government advice. But I also feel anxious about how long this will last, and whether the situation will get better at any point. There is also a sense of fear about potentially getting the virus at some point. Really it is a bit of a jumble of emotions, and sometimes I feel guilty for being anxious when there are people on the front line putting themselves to real danger to help us all in this time. It is a very weird situation to be in at the moment.","It is such a scary time at the moment, full of fear and anxiety. I just wish people would follow advice and stay safe not just for themselves, but for everyone else around them",anxiety,8,4,1,7,8,4,4,4,2,542,111
694,"I feel sad that the coronavirus has hit while my first baby is six months old. It means my maternity leave has been effectively stolen from me - I can't take my son swimming or to baby groups, and I worry about how it might impact his social development.

I do understand and agree with the measures put in place, but it's really shitty. I do have some worries about my family and I catching the virus, but I try to let it go as I'm doing all I can to limit my exposure and it's out of my control.

That said, I do think a lot of good can come from this disaster. The environment is getting a break and more people might work from home in future, people may take vaccines and the NHS seriously, and people have a chance to consider what really matters.","Miss days out with the bubster; but when this is all over, our days out might be in a better world. #vaccinationworks #nhsmatters #proenvironment #forthemanynotthefew",sadness,5,5,1,5,5,7,2,5,1,752,159
695,"I feel worried - mainly about my family members. I have a daughter with asthma,  a brother with leukaemia and a mother who had chemo a couple of years ago. 
I felt angry and frustrated initially as things didn't happen quick enough - such as social distancing and closing schools. 
I also felt frustrated at the lack of clarity from the government - there was lots of initial guidance put forward but with little direction and instruction - the school situation being a prime example. There had been no dialogue with schools before making the announcement to close. No forewarning.  Once the decision had been made people were left to intemperate it how they saw fit which left it open to abuse and my wife's school had 76 families out of 250 expecting to still be able to send their kids to school  ","Stay safe, look after others and they will look after you. ",fear,8,6,3,8,8,7,3,4,2,800,150
696,"I feel a little worried - I'm sleeping well, not waking in the night but I am concerned about the risk for my family and myself. I don't have any underlying health conditions but I'm a single parent and want to be able to get through this safely. I work for the NHS in an administrative role in a psychiatric hospital and I am still working so more exposed than those who stay home. Sometimes, I feel scared about the risk, slightly scared and anxious about having to go into work where I feel I am more at risk.","feeling a bit jittery but trying to show a happy face to reassure others. Fingers and toes crossed that me, my daughter and friends all get through this. I'm hopeful, optmistic but also nervous.",anxiety,7,3,4,6,6,4,5,5,3,512,106
697,"I am currently enforcing the social distancing advice. Going out once per day to exercise. I am not too concerned for myself as I am physically healthy, however it is clear that age is not necessarily a prerequisite. Also, living in rural Devon means cases are low and risk is also low. Generally speaking I am fearful for the economy following the crisis, not much discussion has taken place regarding the billions and trillions of £ and $ which has come from somewhere to help us in this scenario. ",Man I'm concerned about the state of the economy after this shit goes down.,relaxation,4,1,1,1,2,1,7,8,6,500,97
698,"Recent events have showed that no one is immune from this virus, it can affect anyone from the elderly to the very young.As you can not detect it, it is an invisible enemy, which I struggle to cope with.
The Queens address was a boost, but then we got the news that the PM was in hospital. This is not good, it is a living nightmare that we are all living. It will end , but when, it is difficult tp predict. It will be a long time before life returns to normality. At the moment, I am leading a very quiet life , only going out when necessary, unable to see my friends or family.",# scared stiff# Be careful,fear,9,6,3,9,9,9,1,1,1,580,130
699,"I feel like a lot of people, me included, have been forgotten at this time, as a student. I want to have a good idea of the timeline we are expected to follow and how we are going to recover from this, also I want to know what I am supposed to do when my student housing contract runs out and the country is still in lockdown as I don’t currently have anywhere to go so this whole situation makes me feel very anxious and potentially frightened with regard to my future financial situation and my physical wellbeing etc ","Can’t believe the guidance that has(n’t) been provided for swathes of society, like students and renters who are near the end of their contracts",anxiety,5,1,1,2,6,2,5,2,8,520,104
700,"The current Corona situation is completely consuming - my 8-year-old daughter is required to shield due to her health issues and as a single parent, it means I'm with her at home alone. I feel engulfed with so many emotions; relieved that we're not ill at the moment, petrified if my daughter does become ill, lonely beyond imagination yet guilty for feeling any of this when we're at home where it's safest to be at the moment. 
I feel helpless and dependent on the kindness on the others to ensure we have food and essential supplies.
Ultimately I feel scared for the first time in my life as a parent that I can't absolutely guarantee my daughter's health. ","Grateful to everyone on the front line allowing us to Stay Home. Protect the NHS. Save Lives. Scared but determined to find happiness, love and hope in the everyday",anxiety,7,2,1,5,7,4,4,4,1,660,126
701,"I feel sad that so many people are dying. It’s scary to think that this is happening all over the world. Everyone is affected and in a strange way it’s given everyone a common ground. 
I think most people are listening to the rules set out by their governments but a few are not and these people should be punished.  I wonder how long this will go on for as I have holiday booked that won’t happen ! I know everyone is feeling the same but think people with older relatives must be more worried than others ",#pleaselisten please stay safe and please remember that you are not alone in all this,sadness,7,3,2,6,5,7,5,5,3,507,101
702,"I am concerned about the strain on the NHS and how this may affect my pregnant wife, currently guidance suggests i will not be able to attend appointments. I am worried and concerned that this crisis may continue to the birth date and this will make organising care for our other daughter difficult and may prevent me attending the birth.

This is especially difficult because the birth of our first daughter did not go as planned and my wife has suffered a serious health issue as a result. This worries me and makes me anxious, but I am hopeful that the peak of the virus is now with us and things can quickly get better in the coming weeks.",The strain on the NHS is significant and as a parent and husband to a pregnant wife I am concerned this crisis does not continue. Please stay at home and follow the advice given #StayHome #NHS,sadness,4,3,3,4,4,5,2,5,1,643,125
703,"I am very concerned about the health of my family and friends. Where I live is a popular tourist location and I am furious that people are ignoring travel restrictions and visiting our area. I am doing everything I can to keep my children safe and happy but I am constantly worried about the future and how long this outbreak will last. My husband is also very anxious and this has led to more friction between us than usual. I hate arguing with him and I am so angry that the response to this virus has been so slow worldwide. My children are 13, 6 and 4. The two youngest don't understand how serious the situation is. My oldest does and is very scared for her friends, some of their parents are in the high risk groups and her best friends mother is currently hospitalized with coronavirus. It is hard to reassure her that it will all be alright in the end. She misses her friends terribly and at her age feels like the restrictions will never end. I am tired, frustrated and frightened at the moment. ","I am scared, angry and frustrated by the whole situation. I miss my life. I miss the freedom we all took for granted just a few weeks ago. I love my family but I'm really fed up with them all right now.",fear,8,7,9,8,9,8,1,2,1,1005,201
704,"I can't  help  but think of the dying people, and the people still going out, sun bathing having bbq it's hard. Knowing that these people are dying alone it's sad. Lots of us are trying to limit contact while doctors and nurses struggle to keep people  alive. And other don't seem to take it seriously because it's not likely to be  a big illness for them, which is debatable. I feel fearful  for the future  and how we come out of this without having another wave of it hit us and back to square one. ",Don't kill anyone  ... stay indoors.,anxiety,9,6,3,8,9,7,3,3,2,502,103
705,"I feel frustrated as cannot see loved ones who are not in my household. I am worried about my family and friends contracting the virus and becoming seriously I'll from it. I regularly have nightmare about feeling chlostraphobic and loved ones dying which doesnt help. I feel like I need exercise to get me through this, especially with working from home. It is also hard when others around me are all off work being furloughed, but I still need to do my work. I feel like I am becoming obsessed with watching the news. Uneasy, unknown, agitated. Wondering when this will all end
","The unknown is scary - how long until this is all over, life goes back to normal, and we can share time with loved ones knowing they are healthy!",fear,6,2,1,5,1,2,3,4,2,579,114
706,"I do my best to keep away from others but then I see others in groups that are not family and this makes me mad. I also feel that if the PM IS NOT WELL HE SHOULD HAND OVERVTO THE SECOND IN COMMAND and get himself better. I also feel that we should take better care of our health workers, giving them the proper equipment for there protection. I am now worried that pets can possibly catch the virus and pass it on the humans. It is a worrying time for everyone and I worry when I will see my family anD friends . I also worry about them all.","Feeling scared worried, when will all this end. Keep safe people , play by the rules",anxiety,8,3,3,8,8,3,3,3,3,541,116
707,"I currently feel relaxed as I am home. I have been self isolating with my family for three weeks now. Luckily we live in s house with a garden so we have access outside and I have an allotment to go to as well. We also have a dog for us to take a turns to walk. Though I don't trust the pm and currently feel the news about him being in IC is quite possibly spin as he had been losing support in the papers. Hope I'm right in this and not coming across as cold hearted, but that is most likely due to a the lies he has told to date. We have been taking slot of care whilst self isolating.",Covid19 is dangerous. Self isolate and keep social self distancing. Keep well and stay safe.,relaxation,7,6,5,6,6,4,5,7,3,588,131
708,"I try to keep an open mind about it all. Obviously if everyone is sensible things will hopefully work out ok. However, the government must not introduce further dystopian regulations. People NEED to get out and exercise as we don't all have the luxury of big houses and gardens. In addition the government must supply more funds and resources to both the NHS staff and other frontline workers and stop propping up their rich corporate friends instead. They also need to introduce a basic income as their Universal Credit system is a long standing joke and not fit for purpose. Many people are still without a safety net.",The government need to provide the required resources to the NHS and all frontline workers and indeed all sections of society instead of reducing us to something more akin to a scene from some dystopian sci fi novel.,relaxation,4,3,5,3,3,4,4,5,1,620,116
709,"I am worried about my mother who is over 65, and also feel sorry for her as she lives alone and hasn't seen anyone in ages. I am worried about caring for my baby. I want to go out and meet friends and go places. I am bored. I feel sorry for anyone who dies and their families. I am worried about the financial situation in the future and how we will survive financially in a few months time. I am worried I will lose a lot of work and also I was planning on looking for a full time job and I do not think I will be able to find one. I also feel sad for all the nice plans we had for travel and meeting up with friends that cannot happen",I am worried and sad but I hope that soon we will get back to normal soon,anxiety,6,5,2,2,6,6,2,2,1,636,142
710,"It’s been three weeks since the lockdown now and my feelings were first despair and extreme anxiety about being in contact with an infected person with corona virus and also worrying about family members who don’t live with me but have significant health problems. This week I’m feeling very apprehensive about even going out to the shops so I’m staying in and haven’t left my flat in 14 days. I feel sad as I haven’t in that time seen anyone, I feel isolated but trying to keep myself busy in this current situation. I also feel bored and depressed at the prospect of not having a job when this is all over, not being able to currently pay my rent, council tax and electricity bills that are late already. I’m not so worried myself about catching this bug as I’m healthy, ",I hope China learns their lesson with coronavirus and stop these cruel wet markets,anxiety,6,6,7,7,8,6,4,6,6,773,149
711,"Although I have been affected by virus financially I am more concerned about elderly or vulnerable relatives.
I think by following the advice we can help to stop the spread but not sure how long that will take. My best guess would be end of April or early May that the virus will be under control enough for people to start returning to work.
I think if you are sensible and take precautions you should now be able to avoid contracting it. Regular hand washing and avoiding contact with anyone outside of your own household should be enough to stop you from getting it.",Stay home. Stay safe and stay calm.,sadness,6,2,1,3,5,6,3,6,6,569,109
712,"I feel quite nervous about the virus as it is quite easy to catch and I could become ill with it or pass it on to the ones I love. I am upset for the people who have died already and that there is little we can do about it other than wait it out. I am also annoyed with the people ignoring the government’s instructions as this is needlessly killing and infecting more People and it is also unfair . Lastly, I am worried about the impact on businesses and what companies might not survive... will I still have a job... will my favourite restaurant be open... when can I go for a haircut or dentist again?",Cannot believe that some people are ignoring the government instructions and in doing so are putting others at grave risk! We need to pull together so Covid19 can be put behind us as quickly as possible!,fear,8,6,7,9,8,6,4,3,3,604,131
713,"I am very worried about my family (husband and children of 12 and 9) catching it along with my elderly parents aged 73 and 79.  They live 100 miles away so I can't see them to drop off food and they are not online so it's been hard arranging food drop offs for them.  I ring them each day; they are sounding quite depressed with all the restrictions and are worried too.  We are following all the government guidelines on staying home, I have only been out twice in two weeks to stock up on things I cannot get delivered like milk and bread (unable to get food delivered and milk man is not taking on new customers).  I'm also trying to keep up with the news but am trying to relax more as I've found all the news so worrying and it's affected my sleeping.  I have been waking up during the night and stressing.  I do not have any symptoms of Corona neither do my family but I have been monitoring all of us.",I'm scared for my elderly parents and children; I am angry at those who are not staying home.  I am in awe of the wonderful NHS workers and key workers who are putting their lives on the line for the rest of us.,anxiety,8,6,5,8,8,6,4,2,2,908,189
714,"I feel anxious about protecting our family both from the virus and tbe effects of lockdown. Even when I think I'm not so anxious, I have weird dreams. I feel I am not doing enough to help out. I feel uneasy about contradictory information and not knowing how long this will last. Selfishly, I would like to go on a UK holiday we have booked in the summer. This won't happen if we are not allowed.
I feel cooped up and was only just starting to recover from a period of depression and anxiety and this has sent my anxiety through the roof. I am not normally an anxious person. ",Lockdown anxiety levels: off the scale. Had pasta yesterday though. #itsthesmall things  Stay well!,anxiety,7,2,1,5,8,6,2,2,2,576,120
715,"I feel anxious as I don’t want any loved ones to catch this virus. I’m worried about my children missing school, I’m worried my partner takes this virus and can’t work, or I get it and can’t care for my children. Also not seeing grandparents is very hard for young children and watching the figures rise in my country and around the world is devastating. Also you feel anxious when you do have to go out as you never know who has this virus, and you hear now of more cases closer to home and actual people you know now having symptoms ","Worried, anxious and scared but staying at home is the best way to stay safe and keep other people safe ",anxiety,8,2,2,5,8,4,7,3,3,535,108
716,"I understand the need to self isolate to protect ourselves and others but I feel sad that I can't see my friends and family.
I am living with my partner but I feel lonely.
I am classed as vulnerable so I can't go to the supermarket and it feels like life is on pause.
I am lucky that I can work from home, I have a house and I am not on my own but the uncertainty is worrying.
I'm scared that someone I love will catch Covid 19.
I have anxiety about when lockdown will end and how it will end - if life will be the same or not.
I worry about lockdown ending too soon and a second outbreak happening - but how do we know when the right time will be?","Life is on pause and has changed beyond what we are used to. Anxiety, fear and concern have become the main emotions and the future is uncertain. We have to stand together to keep sane and safe.",anxiety,8,3,1,8,8,6,2,4,1,648,143
717,"I think that's it's scary that people are not adhering to the lockdown rules, making the problem worse and spreading the virus even more. I feel this may go on for longer than necessary, people should listen to the guidelines. This is something that will have detrimental effect on the world. Economy and everyone's wellbeing, i feel life will never be the same again!!!! I can't say anymore, i just want people to stay at home, stay safe, save lives and save the NHS!! Listen and adhere!!  The World Health Organisation and Public Health England have also warned there is no need to panic buy face masks, latex gloves or other extreme protective gear if you practise good basic hygiene like regularly washing your hands and covering your mouth and nose if you cough.","Please listen to the guidance we receive from the government, it'll save lives!",anxiety,8,9,8,8,8,8,2,2,2,767,153
718,"As someone who works for the NHS and lives alone in a town where I know very few people I'm scared. My Mother lives 80 miles away and at the age of 87 could be terribly affected by this disease should she catch it. I worry her social situation, she also lives alone, will contribute to a decline in cognitive function. although living in an urban environment outside of Birmingham she has few people who can shop for her and she has no method of communication where she can in interact with anyone visually eg facetime. ",The current figures show Corona Virus creeping North up the country via more populated places. I fear we wont have the facilities in the North West to handle this.,fear,7,2,2,8,7,7,3,3,2,520,102
719,"fed up with it so much by now, people are behaving like animals. its all been overblown and it NEEDS to go back to normal.

i am fed up with the queues at every single shop, I only need a couple of bits usually and am forced to wait ages just to get them. people are acting weird and being schmucks everywhere.

fed up with it so much by now, people are behaving like animals. its all been overblown and it NEEDS to go back to normal.

i am fed up with the queues at every single shop, I only need a couple of bits usually and am forced to wait ages just to get them. people are acting weird and being schmucks everywhere.","Stop this bloody madness now, FFS",anxiety,1,3,2,1,3,1,2,1,1,622,136
720,"I feel quite philosophical about it. We have a member of our family who is very vulnerable health-wise, but we're used to being on that rollercoaster as a family, so perhaps we have a bit more perspective than other people. 
It has made work quite difficult - I work in a department that requires very fast turn around communication and also a lot of very hi-tech hardware, so this has all been a bit of a nightmare to get set up. We're getting there though with a good team and some very dark humour. ","Could do without it, but thankful that we're not the Central African Republic. Three ventilators, five million people. We're pretty lucky. ",relaxation,4,4,1,1,2,2,6,7,5,502,101
721,"I'm anxious for my family's health and the security of my role at work. I feel this virus or mutations thereof will become a regular occurance after this initial outbreak and change lives and how we live.
The social injustice and tax dodging/bailout requests/bullshit government response that is currently being correctly bought to light will sadly be brushed aside once again when people get back to 'normality'. Individual fear and selfishness will wipe out any meaningful change that would benefit society as a whole. I'd love to see research to check my theory that Leave voters are the same dickheads hoarding loo rolls and walking about coughing and hacking because freedom man no one tells them what to do brittania rules the waves...anywhoo.","Stay inside, don't be a dick.",sadness,8,3,2,6,7,7,5,4,2,749,138
722,"I feel okay as I have distracted myself with work, however, I went on Facebook a few minutes ago which heightened my anxiety as it was filled with posts about Corona. After seeing coming off Facebook my anxiety is reduced and I become sad. I have found the best way for reducing my anxiety and sadness is staying off social media. I try to stay away as it upsets me and hearing about all the deaths and the difficult times people are going through can be hard for me because i know i can't do anything. ","I feel so disheartened by the current state of the world right now, it makes me sad that people cannot follow basic rules and save lives of others. I have lost so many people in my life so I can understand what it is like to lose someone. Please stay at home :( ",sadness,3,1,1,3,3,6,5,5,2,503,102
